"cityName","dataClean$text","minDate","maxDate","tweetCount"
"adana"," #ahbapdernegi arkadaşımın kardeşi lütfen yardım edin ",2023-02-10 06:53:11,2023-02-10 06:53:11,1
"adana"," adana / yüreğir ulubatlı hasan mahallesi 3050 sokak ev no 11 çadir ihtiyaci var acil #deprem #yardımkampanyası #yardım ",2023-02-10 07:20:24,2023-02-10 07:47:30,2
"adana"," adana barosu’nun deprem bölgelerinden adana’ya tedavi için gönderilen ve kimliği tespit edilemeyen çocukların ailelerine ula…",2023-02-10 07:53:27,2023-02-10 07:56:03,2
"adana"," adana ceyhan modern evler 706 sk no 25 bu bölgeye asla yardım ulaşmıyor ve insanlar hasarlı binalarda kalıyor çok zor dur…",2023-02-10 07:00:58,2023-02-10 07:00:58,1
"adana"," adana ceyhan modern evler 706 sk no 25 bu bölgeye asla yardım ulaşmıyor ve insanlar hasarlı binalarda kalıyor çok zor durumd…",2023-02-10 07:01:29,2023-02-10 07:58:51,4
"adana"," adana da taksi ye bindim yardım için geldiğimi söyledim adam para almıyor abi ne parası diyor ülkemin insanı var ola…",2023-02-10 07:21:15,2023-02-10 07:28:50,2
"adana"," adana da yaşayan 2 arkadaşım var kendileri de depremzede fakat şükür durumları iyi. ama bölgedeki depremzedelere aktif olarak…",2023-02-10 07:51:44,2023-02-10 07:55:04,2
"adana"," adana havalimanına sürekli kargo uçağı iniyor yardım için bu da bu sabaha ait birleşik arap emirlikler…",2023-02-10 07:47:22,2023-02-10 07:58:56,3
"adana"," adana huzur evleri semt pazarına yardım gerekiyor bebek bezi, biberon, emzik, battaniye ",2023-02-10 07:53:24,2023-02-10 07:53:24,1
"adana"," adana il başkanımız ahmet haznedar deprem mağduru vatandaşlarımıza yardım etmek için, teşkilat mensubu arkadaşlarımız ile i…",2023-02-10 07:01:47,2023-02-10 07:01:47,1
"adana"," adana maraş yolu 10 mt arayla yardım tırları binlercesi.. ilerleyemiyor. bu millet çok vefalı çok büyük bir millet. de…",2023-02-10 07:03:30,2023-02-10 07:04:24,2
"adana"," adana, seyhan devlet hastanesi ve eski doğumevinde sağlıkçı ihtiyacı olduğunu duyduk. hatta gelen hastaları taşıyacak, yem…",2023-02-10 06:58:55,2023-02-10 06:58:55,1
"adana"," adana'da evlerinden tahliye edilenlerin yanındayız furkan hareketi mensupları, adana'da binaları hasar alıp çadırda ka…",2023-02-10 06:57:19,2023-02-10 06:57:19,1
"adana"," adana'da yardım için göndereceğimiz eşyaları suriyeliler (ç)alıyor. videonun başında adamdaki ceketin etiketini görebiliyorsun…",2023-02-10 06:52:54,2023-02-10 07:23:19,2
"adana"," adana’da yıkılan bina bölgesindeyiz. bu isyanları lütfen duyun, enkaz başındaki insanlar feryat ediyor. büyük bir im…",2023-02-10 06:52:35,2023-02-10 06:52:35,1
"adana"," adanadan maraş bölgesine yardım kamyonu gidecek. yardım etmek isteyenler için bugün kamyon yola çıkıyor.",2023-02-10 07:23:16,2023-02-10 07:23:16,1
"adana"," antakya'da bir aile, adana'ya gitmeleri için acil araç ihtiacı var! 2 küçük kız çocuk baba ve anne. anne ve ka…",2023-02-10 07:55:57,2023-02-10 07:55:57,1
"adana"," antakya'da bir aile, adana'ya gitmeleri için acil araç ihtiacı var! 2 küçük kız çocuk baba ve anne. anne ve kardeşler evden ç…",2023-02-10 06:49:58,2023-02-10 07:57:53,31
"adana"," bir sürü eksiğimiz olabilir ama dünyada yardım dendiğinde bizimle yarışabilecek bir millet tanımıyorum,bu konvoy adana’ya ka…",2023-02-10 07:59:14,2023-02-10 07:59:14,1
"adana"," deprem enkazından ilk saatlerde kurtarılan bir ablamız şunu söylüyor; “göçükten çıktık insanlar feryat ediyor, biz çevre…",2023-02-10 07:26:38,2023-02-10 07:26:38,1
"adana"," depremin bizzat yaşandığı şehirlerden birinde (adana) bulunmasına rağmen furkan hareketi depremin ilk gün…",2023-02-10 06:52:34,2023-02-10 06:52:34,1
"adana"," devletimizin ve milletimizin deprem bölgeleri için hazırladığı yardım malzemelerini adana’ya ulaştırmaya, oradan da depremde…",2023-02-10 06:51:22,2023-02-10 07:56:10,8
"adana"," güncel - adana stadyumda kalan insanlar için erkek kadın iç giyim sıkıntısı varmış yardım götürebilecekler ilgilensin",2023-02-10 07:55:03,2023-02-10 07:55:03,1
"adana"," güzelyalı mah. 81213 sk. karıncalar sitesi b blok kat 11 no 11 iletişim: 0544 744 1989 #adana #acil “2 kedim mahsur kaldı d…",2023-02-10 06:52:25,2023-02-10 07:19:53,4
"adana"," hasan taha alçay gözde fulden alçay kuzey alçay atlas alçay adana/güzelyalı yurt mah. 71517 sk. ekim apt.b blok bur…",2023-02-10 07:48:50,2023-02-10 07:48:50,1
"adana"," kaptanla görüştüm teyitli bilgidir. yarın saat 15.00’da kumlular-3 ve yusuf baba 1 adlı tekneler adana karataş’tan yard…",2023-02-10 07:57:06,2023-02-10 07:57:06,1
"adana"," kopyala yapiştir yapip yayalim adana güzelyalı mahallesi zeray apartmanı en üst kat ama merdiven boşluğundayız diye haber…",2023-02-10 07:20:47,2023-02-10 07:20:47,1
"adana"," lütfen yayar mısınız kayip çocuk adana şehir hastanesine girişi yapılan 5 yaşındaki ela karaca is… ",2023-02-10 07:17:49,2023-02-10 07:17:49,1
"adana"," lütfen yayar mısınız kayip çocuk adana şehir hastanesine girişi yapılan 5 yaşındaki ela karaca isimli kız ç…",2023-02-10 07:58:48,2023-02-10 07:58:48,1
"adana"," lütfen yayar mısınız kayip çocuk adana şehir hastanesine girişi yapılan 5 yaşındaki ela karaca isimli kız çocuğu ha…",2023-02-10 07:48:16,2023-02-10 07:58:45,16
"adana"," mesaj gökmen ağabey biz adanadan gençler olarak grubumuz var 57 kişiyiz sürekli eşya ve para toplayıp alışveriş yapıyoruz…",2023-02-10 07:01:41,2023-02-10 07:01:41,1
"adana"," önemli adana pozantı ve tarsus otobaninda çok sayıda kaza var. yardım için yola çıkanlar otobanı kullanmamaya çalışın",2023-02-10 06:53:48,2023-02-10 07:28:12,3
"adana"," tifake - adana tif _kızılay işbirliği ile yapılacak yardım malzemeleri tasnif, revize, paketleme vs için lider, gönüllü ve…",2023-02-10 07:30:08,2023-02-10 07:30:08,1
"adana"," tifake - adana tif _kızılay işbirliği ile yapılacak yardım malzemeleri tasnif, revize, paketleme vs için lider,… ",2023-02-10 07:29:35,2023-02-10 07:29:35,1
"adana"," umudumuzu yitirmeden bekliyoruz… adanamızda zeray apartmanında bir can daha kurtuldu… yardım bekleyene el, seslenene ses v…",2023-02-10 07:48:29,2023-02-10 07:48:29,1
"adana"," yardim talebi --adana çukurova huzurevleri mahallesi 77231 sokak-- insanların yiyecekleri yok, su yok, yardım gitmiyor. ye…",2023-02-10 07:56:41,2023-02-10 07:56:41,1
"adana"," yardim talebi! adana çukurova üniversitesi balcali hastanesine deprem bölgesinden gelen çok fazla depremzede var. yoğun bakı…",2023-02-10 07:55:10,2023-02-10 07:55:10,1
"adana"," yardım edin her canın k… ",2023-02-10 07:52:14,2023-02-10 07:52:14,1
"adana","#ahbapdernegi arkadaşımın kardeşi lütfen yardım edin ",2023-02-10 06:51:47,2023-02-10 06:51:47,1
"adana","+ dün brezilya hava kuvvetlerine ait airbus c-30 gece saatlerinde türkiye'ye ulaştı. malum adana havalimanı yoğunlu… ",2023-02-10 06:48:21,2023-02-10 06:48:21,1
"adana","adana barosu’nun deprem bölgelerinden adana’ya tedavi için gönderilen ve kimliği tespit edilemeyen çocukların ailel… ",2023-02-10 07:51:51,2023-02-10 07:51:51,1
"adana","adana da taksi ye bindim yardım için geldiğimi söyledim adam para almıyor abi ne parası diyor ülkemin insanı… ",2023-02-10 07:20:33,2023-02-10 07:20:33,1
"adana","adanadan maraş bölgesine yardım kamyonu gidecek. yardım etmek isteyenler için bugün kamyon yola çıkıyor. ",2023-02-10 07:22:50,2023-02-10 07:22:50,1
"adana","yeter artık..yardım tırları adana’da durdurulmalı..adana lojistik üssü olmalı..yardımlar koordine edilmeli adana’da… ",2023-02-10 07:52:08,2023-02-10 07:52:08,1
"adıyaman"," -adiyaman- adiyaman içerisindeler ve araçları var, direkt adıyaman osb bölgesine yakın bir yardım varsa buraya yönlendir…",2023-02-10 06:49:13,2023-02-10 06:49:13,1
"adıyaman"," -adiyaman- adiyaman içerisindeler ve araçları var, direkt adıyaman osb bölgesine yakın bir yardım varsa buraya yönlendirebi…",2023-02-10 07:26:51,2023-02-10 07:57:48,2
"adıyaman"," -adıyaman- merkez ,fatih mahallesi 22107. sokakta 2 cocuklu bir anne kalacak yer veya ısınma ihtiyacı yardım edilebilir m…",2023-02-10 06:59:02,2023-02-10 07:55:55,5
"adıyaman"," ——- acil —- adıyaman tut akçatepe köyünde dursun yoldaş acil gıda yardımı 0541 204 05 53 lütfen rt edelim h…",2023-02-10 07:21:40,2023-02-10 07:21:40,1
"adıyaman"," !teyit edildi #adiyaman kalemkas köyü, 02500 harmanlı/gölbaşı/adıyaman kordinat: 37°49'02.1""n 37°45'24.3""e ''köy halkına y…",2023-02-10 06:49:32,2023-02-10 07:04:35,2
"adıyaman"," .#acil #adıyaman, besni atmalı köyü özbağlar. bu köye yardım gitmedi, hemen ulaşılsın inşallah. #afadadiyaman #af…",2023-02-10 07:50:59,2023-02-10 07:50:59,1
"adıyaman"," "" natali hanım adıyaman kızılcahöyük köyü lütfen duyurun hiç bir yardım ulaşmadığını söylüyorlar arkadaşlarım var iletiş…",2023-02-10 06:58:58,2023-02-10 07:52:31,3
"adıyaman"," ""arkadaşlar herkese selam. bahçeşehir üniversitesi olarak adıyaman/merkez mimar sinan parkına sahra hastanesi kurduk. payla…",2023-02-10 07:22:24,2023-02-10 07:22:24,1
"adıyaman"," ""sizi en iyi biz anlarız."" 1999 depreminin vurduğu izmit'ten deprem bölgesine yardım tırları yola çıktı. #a101 adıyaman göl…",2023-02-10 07:27:02,2023-02-10 07:27:02,1
"adıyaman"," “adıyaman küçük sanayi sitesine diyarkabkır'dan yardım gitmiş. yardım isteyen kişiler hemen gitsin. 05398838122 mustafa y…",2023-02-10 06:55:08,2023-02-10 07:19:28,2
"adıyaman"," “adıyaman’da malzeme dağıtımı yapıyoruz. bildirdiğiniz adrese yardım bırakacağız. 0505 139 9998 adıyaman’dan herkes ulaşab…",2023-02-10 07:19:58,2023-02-10 07:19:58,1
"adıyaman"," “sağlıkçı öğrencilerim afet bölgesine yardım amacıyla kendi imkanları ile gitmişlerdi. şu an adıyaman valiliği yakınlarında…",2023-02-10 06:57:03,2023-02-10 07:02:26,2
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman ç… ",2023-02-10 07:48:24,2023-02-10 07:48:24,1
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman çok aci… ",2023-02-10 07:47:37,2023-02-10 07:47:37,1
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman çok acil vinç gerekiyor lü…",2023-02-10 07:52:50,2023-02-10 07:52:50,1
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman çok acil vinç gerekiyor lütfen…",2023-02-10 07:47:06,2023-02-10 07:59:10,187
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman çok acil vinç gerekiyor…",2023-02-10 07:51:35,2023-02-10 07:55:22,3
"adıyaman"," [teyitli] pınarbaşı mahallesi, mahmut özbay caddesi, yaşamkent sitesi, b blok, besni / adıyaman çok acil vinç…",2023-02-10 07:47:57,2023-02-10 07:49:56,2
"adıyaman"," #acil adıyaman burunçayır köyü, küme evleri gölbaşı... yollar kapalı v… ",2023-02-10 07:53:55,2023-02-10 07:53:55,1
"adıyaman"," #acil adıyaman burunçayır köyü, küme evleri gölbaşı... yollar kapalı ve erza…",2023-02-10 07:54:05,2023-02-10 07:54:05,1
"adıyaman"," #acil adıyaman burunçayır köyü, küme evleri gölbaşı... yollar kapalı ve erzakları yok çok kötü durumdalar ac…",2023-02-10 07:47:20,2023-02-10 07:48:05,2
"adıyaman"," #acil adıyaman burunçayır köyü, küme evleri gölbaşı... yollar kapalı ve erzakları yok çok kötü durumdalar acil yardım b…",2023-02-10 07:20:18,2023-02-10 07:27:51,7
"adıyaman"," #acil adıyaman burunçayır köyü, küme evleri gölbaşı... yollar kapalı ve erzakları yok çok kötü durumdalar acil yardım bek…",2023-02-10 07:17:04,2023-02-10 07:59:24,287
