"cityName","dataClean$text","minDate","maxDate","tweetCount"
"adana"," acil! japon insani yardım kuruluşu (peace winds) deprem için geldi. fakat adana'dan iskenderun'a gitmek için araç ve ş…",2023-02-08 16:17:19,2023-02-08 16:17:19,1
"adana"," acilll acilll adana / sariçam. sarıçam ata ilköğretim bitişiği rehberlik merkezinde yardım toplanıyor batteniye kiyefet mam…",2023-02-08 16:15:26,2023-02-08 16:15:26,1
"adana"," adana şakirpaşa da bir arkadaşım için astım ilacı almak için eczane arıyoruz… yardımcı olabilir misiniz… ",2023-02-08 16:17:42,2023-02-08 16:17:42,1
"adana"," adana'da yardım etmek isteyenler numaradan iletisime gecebilir ",2023-02-08 16:15:28,2023-02-08 16:17:15,2
"adana"," adana'dan altıncı tır yola çıktı! furkan hareketi #deprem bölgesindeki halkımız için canla başla gece gündüz demeden…",2023-02-08 16:16:23,2023-02-08 16:16:23,1
"adana"," arkadaşlar teyitli bilgi adana şehir devlet hastanesinde çok çocuk varmış, çocuk eşyaları ve battan… ",2023-02-08 16:15:32,2023-02-08 16:15:32,1
"adana"," arkadaşlar teyitli bilgi adana şehir devlet hastanesinde çok çocuk varmış, çocuk eşyaları ve battaniye ger…",2023-02-08 16:16:43,2023-02-08 16:16:48,2
"adana"," arkadaşlar teyitli bilgi adana şehir devlet hastanesinde çok çocuk varmış, çocuk eşyaları ve battaniye gerek…",2023-02-08 16:17:21,2023-02-08 16:17:21,1
"adana"," az evvel adana'da yardım çadırında yemek dağıtımında görev yapan kuzenim (eşi görevli) ile görüştüm. kendisi belediye hal…",2023-02-08 16:16:16,2023-02-08 16:16:54,2
"adana"," çok acil yardım gerekiyor yalvarıyorum ekip yollayın!!! turgut reis mahallesi 115 sokak gürsoy apartmanı adana/merkez. ö…",2023-02-08 16:16:32,2023-02-08 16:16:32,1
"adana"," cook acil , adana ceyhan perşembe pazari toplanma yerindeki depremden etkilenen ailelerimiz cook magdurmus, acilen gıd…",2023-02-08 16:16:59,2023-02-08 16:16:59,1
"adana"," dm adana-çukurova'da yurt mah. 71517. sokak ekim apartmanı b blok 7. katta 5 kişilik aile yardım bekliyor. yusuf başl…",2023-02-08 16:15:26,2023-02-08 16:15:26,1
"adana"," günlerdir yardım bekliyorlar lütfen duyun sesimiziadana/çukurova yurt mahallesi 71517. sokak ekim apt b blok ",2023-02-08 16:16:07,2023-02-08 16:16:23,2
"adana"," hasan taha alçay gözde fulden alçay kuzey alçay atlas alçay adana/güzelyalı yurt mah. 71517 sk. ekim apt.b blok bur…",2023-02-08 16:16:17,2023-02-08 16:17:45,7
"adana"," huzurevleri mahallesi 77201sokak ihasan bayram sitesi c blok kat 2 adana kuzenim ve ailesi göçük altında haber alamıyoruz y…",2023-02-08 16:15:33,2023-02-08 16:15:33,1
"adana"," lutfen yardim edin gonullu olarak dest…",2023-02-08 16:16:46,2023-02-08 16:17:50,2
"adana"," yardım etmek isteyen 05551544700 adana imamoğlu hastane yolu ",2023-02-08 16:16:56,2023-02-08 16:16:56,1
"adana"," yayalim adana turgut özal bulvarı kaya perde arkasında zeray apartmanı 9. kat şenel adında birisi yeni mesaj atmış a…",2023-02-08 16:16:48,2023-02-08 16:16:48,1
"adıyaman"," ---bebek açliktan ölmek üzere--- adıyaman gölbaşı araç plakası 02ba359 cumhuriyet mahallesi karayılan caddesindeler 0542 496…",2023-02-08 16:17:31,2023-02-08 16:17:31,1
"adıyaman"," !!!!!!!!!!!! teyitlidir !!!!!!!!!! adıyaman yavuz sultan selim mahallesi eski hastane yolu fevzi çakmak caddesine gerek…",2023-02-08 16:16:09,2023-02-08 16:17:54,209
"adıyaman"," “adıyaman merkez. eski devlet hastanesinin yanı. 10 apartmandan 9u yıkıldı. yardıma gelen hiçbir ekip yok. yardım edin lü…",2023-02-08 16:15:56,2023-02-08 16:17:44,3
"adıyaman"," “adıyaman ve ilçelerinden şuan destek çok zayıf yardım gidiyor ama halkın haberi olmuyor rt yapıp daha çok kesimin görmes…",2023-02-08 16:15:27,2023-02-08 16:15:27,1
"adıyaman"," *adıyamandayız. kimin ne ihtiyacı varsa ulaşsın. ekmek, su, çocuk maması ve bezi, battaniye hepsi mevcut.* iletişim numar…",2023-02-08 16:17:48,2023-02-08 16:17:48,1
"adıyaman"," *adıyamandayız. kimin ne ihtiyacı varsa ulaşsın. ekmek, su, çocuk maması ve bezi, battaniye hepsi mevcut.* iletişim numarasi…",2023-02-08 16:16:13,2023-02-08 16:16:13,1
"adıyaman"," #adiyaman *adıyamandayız. kimin ne ihtiyacı varsa ulaşsın.  ekmek, su, çocuk maması ve bezi, battaniye hepsi mevcut.* iletişi…",2023-02-08 16:17:01,2023-02-08 16:17:01,1
"adıyaman"," +18 burası adıyaman’da bir hastane. adıyaman’a kimse yardım ulaştırmıyor. köyleri kar altında ve göçük altında insan…",2023-02-08 16:15:58,2023-02-08 16:15:58,1
"adıyaman"," abi merhaba. adıyaman merkez köylerinden kızılcahöyük ve yukarı kuşkaya’ya hiç bir yardım gitmemiş. özellikle çadıra ihtiyaç…",2023-02-08 16:16:35,2023-02-08 16:16:35,1
"adıyaman"," abi selam adıyaman'da bu kız çocuğunun olduğu apartmanda ses geliyor yakınları da orada sesleri duy… ",2023-02-08 16:17:11,2023-02-08 16:17:11,1
"adıyaman"," abi teyzem adıyaman gölbaşı karaburun köyüne acil yemek su lazım hiç bir yardım gitmiyor 05352241676 05418707952 05343…",2023-02-08 16:16:58,2023-02-08 16:16:58,1
