"cityName","dataClean$text","minDate","maxDate","tweetCount"
"adana"," #adana #yardım #deprem adanada olan vatandaşlarimiz için ",2023-02-07 18:12:30,2023-02-07 18:23:53,40
"adana"," #adana #yardım #earthquake #turkeyquake #acilyardım rt yapalim arkadaşlar hepimiz aynı durumda olabilirdik lütfen paylaşalı…",2023-02-07 18:19:51,2023-02-07 18:19:51,1
"adana"," #adana güzelyalı 05453512280 binanın iyi durumda olduğu bilgisi geldi ama annem panikten giremiyor içeri.nolur yardım edin…",2023-02-07 18:11:28,2023-02-07 18:11:28,1
"adana"," #oğuz ailesi enkaz altında ve yardım bekliyor güzelyalı mah. 81174 sokak hasan alpargun apartmanı 2. kat adana saatl…",2023-02-07 18:19:39,2023-02-07 18:23:53,44
"adana"," #türkiye’ye vardık! arama kurtarma görevlilerimizi ve yardım malzemelerini taşıyan iki uçağımız da #adana’ya…",2023-02-07 18:10:32,2023-02-07 18:24:18,58
"adana"," #yardım #acil adana hilal ayça erdoğdu - barış manço bulvarı yurt mahallesi tutar sitesi c blok kat:2 çukurova/a…",2023-02-07 18:21:53,2023-02-07 18:21:53,1
"adana"," 18 yaşında adana'da ikamet eden müslüm doğan adındaki arkadaşımızdan haber alamıyoruz büyük ihtimalle enkaz altında lütfen…",2023-02-07 18:13:53,2023-02-07 18:15:03,2
"adana"," 36 saattir haber alamıyoruz. herhangi bir bilgiye ulaşabilecek olan lütfen bizlere yardım etsin #adana #deprem #turkeyqua…",2023-02-07 18:22:13,2023-02-07 18:22:13,1
"adana"," abi adana şehir hastanesinde gönüllü bi çocuğa bakıyorum antakyadan gelmişler adı emrullah annesinin adı hayri…",2023-02-07 18:13:40,2023-02-07 18:17:16,2
"adana"," acil tir araniyor!!! adana'ya yardım malzemesi gönderilmek üzere acil tir aranıyor... tüm masrafları ve ödemesi tarafım…",2023-02-07 18:17:39,2023-02-07 18:17:39,1
"adana"," acil!!! yurt mahallesi turgut özal bulvarı 71517.sokak ekim apt çukurova adana depremde yıkılan binada arkadaşımız v…",2023-02-07 18:11:49,2023-02-07 18:11:49,1
"adana"," adana 14 katli bina hala yardim bekliyor!!! öğretmen eser mavruk’tan hala haber alınamıyor çok çok acil yardım lazım ad…",2023-02-07 18:12:51,2023-02-07 18:20:59,9
"adana"," adana afad çadırından arkadaşımla görüştüm adana yurt mahallesi sosyete büfesi afad çadırı acil ihtiyaçlar: eldiven, çorap,…",2023-02-07 18:19:57,2023-02-07 18:20:01,2
"adana"," adana çukurova üniversitesi tip fakültesi dekanlik binasinda öğrenci işlerinin yanindaki tip butik odasinda mont bot vs.…",2023-02-07 18:12:04,2023-02-07 18:12:04,1
"adana"," adana cukurova yurt mahallesi 71517 sokak ekim apt b/blok enkazda kalan isimler taha alcay gözde fulden alcay atlas kuzey alç…",2023-02-07 18:17:51,2023-02-07 18:21:00,2
"adana"," adana cukurova yurt mahallesi ekin apartmanı 71.505 sokakta oturan abim yengem yeğenim göçük altında kurtarma çalışmaları…",2023-02-07 18:16:27,2023-02-07 18:21:48,4
"adana"," adana da yardım bekliyor ",2023-02-07 18:12:03,2023-02-07 18:12:03,1
"adana"," adana güzelyali mah. 81168 sk. alpargün apt. kurtarma çalışmaları gönüllüler tarafından yürütülüyor bu yüzden içinde…",2023-02-07 18:12:07,2023-02-07 18:21:00,7
"adana"," adana güzelyalı mah. 14 katlı alpargün apartmanın 4. katında yaşayan coşkun ailesinden haber alınamıyor. arka…",2023-02-07 18:22:37,2023-02-07 18:22:43,2
"adana"," adana güzelyalı mah. 14 katlı alpargün apartmanında halam azize coşkun eniştem bekir coşkun ve kuzenim tahsin coşkun enkaz al…",2023-02-07 18:22:25,2023-02-07 18:22:25,1
"adana"," adana havaalanı olmasa yardım gelemez havalanimizin kıymetini bilin. kapatmayın. kaptırmayın.havaalanimiza.dokunmayin",2023-02-07 18:17:17,2023-02-07 18:17:33,2
"adana"," adana huzur evleri 77201 sokak ihsan bayram apartmanı hocamız abdullah müminoğlu ve ailesi hala enkaz altında lütfen ya…",2023-02-07 18:13:52,2023-02-07 18:13:52,1
"adana"," adana huzurevleri mahallesi 77201 sokak no 12 çukurova adana zeynel koç zeriban koç…",2023-02-07 18:10:30,2023-02-07 18:23:07,7
"adana"," adana huzurevleri mahallesi 77201 sokak no 12 çukurova adana zeynel koç zeriban koç… ",2023-02-07 18:11:39,2023-02-07 18:17:35,3
"adana"," adana kız arkadaşımın da içinde bulunduğu depremden kurtulan insanların sığındığı yerin adresi ancak yatacak yerleri…",2023-02-07 18:11:42,2023-02-07 18:22:36,3
"adana"," adana nakliyatçılar site yönetimimiz, depremden etkilenen vatandaşlarımızın ihtiyaçlarını karşılamak için yardım kampanyası…",2023-02-07 18:21:38,2023-02-07 18:21:38,1
"adana"," adana şehir hastanesindeyim gönüllü olarak bakıyorum allah rızası için yardım edin annemi istiyorum diye ağlıyor ne yapmam…",2023-02-07 18:11:10,2023-02-07 18:24:12,71
"adana"," adana seyhan gülbahçesi mahallesi 13032 sk no10 kat1 enkazdan çıkmışlar sokakta kalıyorlar üstlerine de pijama ile hala hiç…",2023-02-07 18:14:26,2023-02-07 18:22:16,4
"adana"," adana süleyman demirel bulvarı mete apartmanında yaşayan arkadaşı… ",2023-02-07 18:15:55,2023-02-07 18:15:55,1
"adana"," adana süleyman demirel bulvarı mete apartmanında yaşayan arkadaşımız fikret öz'e ulaşamıyoruz. ne olur yardım edin yağmu…",2023-02-07 18:16:36,2023-02-07 18:16:36,1
"adana"," adana yurt mahallesi 71477 sokak zeray apt 6.kat lütfen yardım edin",2023-02-07 18:24:00,2023-02-07 18:24:00,1
"adana"," adana yurt mahallesi 71505 ekin apartmanı 24 saattir giden tek yardım yok onlarca insan enkaz altında!! #as…",2023-02-07 18:16:00,2023-02-07 18:16:00,1
"adana"," adana'da süleyman demirel bulvarında zilly adında bir restoran depremzedelere yardım ediyor. adana'da ihtiyacı olanlara ile…",2023-02-07 18:19:22,2023-02-07 18:19:22,1
"adana"," adana'da yastık, yorgan ihtiyacı vardır adana'da olan ya da ulaşabilen kişiler yardım etsin lütfen yay… ",2023-02-07 18:13:03,2023-02-07 18:13:03,1
"adana"," adana'ya yardım gerek gönüllü biri bekleniyor ",2023-02-07 18:14:58,2023-02-07 18:22:53,2
"adana"," adana’da yiyecek içecek bulamayanlar için m1 real önünde yardım alanına gidebilirsiniz, bağış yapmak isteyenler için bağı…",2023-02-07 18:13:38,2023-02-07 18:13:38,1
"adana"," adana/çukurova güzelyalı mahallesi site pide fırın karşısı gülin eczanesi üstündeki bina yıkıldı arkadaşımız onur sönmez ve…",2023-02-07 18:12:20,2023-02-07 18:23:05,3
"adana"," adana/çukurova yurt mah. 71517sok. ekim apartmanı b blok yardım bekliyorlar",2023-02-07 18:11:16,2023-02-07 18:20:00,3
"adana"," adana/karataş belediyesi deprem bölgesine gidecek yardım malzemelerini balıkçı teknelerine yükleyerek deniz yoluyla gönd…",2023-02-07 18:17:38,2023-02-07 18:17:48,2
"adana"," adana/karataş belediyesi deprem bölgesine gidecek yardım malzemelerini balıkçı teknelerine yükleyerek deniz yoluyla gönder…",2023-02-07 18:15:12,2023-02-07 18:22:47,5
"adana"," adanaya gelemediler yoldan geri döndüler adana veya ceyhan a gelecek olanlar yardım e… ",2023-02-07 18:13:21,2023-02-07 18:13:21,1
"adana"," adanaya gelemediler yoldan geri döndüler adana veya ceyhan a gelecek olanlar yardım etsi…",2023-02-07 18:15:18,2023-02-07 18:23:39,9
"adana"," arkadaşım ekim apartmani çukurova adanada ailesi ile beraber hala kurtarılma şansları var lütfen acil yardım! ",2023-02-07 18:14:46,2023-02-07 18:22:24,3
"adana"," arkadaşımın akrabaları adana'da saatlerdir enkaz altında nolur yardım edin. #deprem…",2023-02-07 18:22:20,2023-02-07 18:22:20,1
"adana"," arkadaşımız abdullah hala enkaz altında lütfen yardım edin.. adana huzur evleri 77201 sokak ihsan bayram apartmanı hocamı…",2023-02-07 18:18:44,2023-02-07 18:18:44,1
"adana"," arkadaşımız zuhal taşkın adana’da göçük altında. 2 kızı kurtarıldı ama kendisine ulaşamıyoruz. eşi ord… ",2023-02-07 18:16:15,2023-02-07 18:16:15,1
"adana"," arkadaşımız zuhal taşkın adana’da göçük altında. 2 kızı kurtarıldı ama kendisine ulaşamıyoruz. eşi orda. lütfen yardım edi…",2023-02-07 18:22:26,2023-02-07 18:22:26,1
"adana"," avusturya devleti adanaya yardım personeli gönderiyor. uçak transponder’i açmış bi… ",2023-02-07 18:23:48,2023-02-07 18:23:48,1
"adana"," az önce gelen mesaj: lütfen yardım edin adana - çukurova / turgut özal bulvarı dermancan tıp karşısı, kaya perde arkas…",2023-02-07 18:16:05,2023-02-07 18:21:24,2
"adana"," çok acil yardım edilmeli #haluklevent #deprem #adanadeprem #ahbap #oguzhanugur #afadadana ",2023-02-07 18:14:28,2023-02-07 18:22:54,11
"adana"," çukurova /adana 77201 sok. ihsan bayram sit. c blok ramazan berat demir ve ailesi enkazda hâlâ çıkartılamadılar acil yar…",2023-02-07 18:11:13,2023-02-07 18:22:32,2
"adana"," deprem bölgelerine gitmeye çalışan arkadaşım ali adana hava alanında, yabancı yardım ekipleri ve…",2023-02-07 18:11:59,2023-02-07 18:11:59,1
"adana"," dikkat 1- trafiğe çıkmayınız. acil ihtiyacı olan yıkılan bina altında kalan insanlara yardım gitmesine engel oluyorsunu…",2023-02-07 18:20:38,2023-02-07 18:20:38,1
"adana"," dün alabildik bunu sonrası yok. şimdi sesimizi duyurabiliyoruz çünkü adanada deprem bölgesindeyiz. lüt…",2023-02-07 18:24:00,2023-02-07 18:24:00,1
"adana"," fransa'dan yola çıkan arama kurtarma ekibi ve yardım malzemesi taşıyan iki uçak adana'ya iniş yaptı. ",2023-02-07 18:17:46,2023-02-07 18:17:46,1
"adana"," hiçkimse paylaşmadı, yardım da gitmedi adana turgut özal hasan alpergün apartmani kat : 7 nejat şenateş mer…",2023-02-07 18:13:27,2023-02-07 18:13:27,1
"adana"," italya'nın gönderdiği yardım ekipleri adana'ya ulaştı. ",2023-02-07 18:11:16,2023-02-07 18:11:16,1
"adana"," kardeşim ahsene hala ulaşamıyoruz adana şehir hastanesine gönderildi diye bir haber aldık ama kesinliği yok lütfen yardım edi…",2023-02-07 18:14:32,2023-02-07 18:14:32,1
"adana"," kemal buğra çakıcıoğlu annesi ve kız kardeşiyle adana yurt mahallesi ekim apartmanı enkazının altında lütfen yardım ed…",2023-02-07 18:11:32,2023-02-07 18:24:16,7
"adana"," kimliği belirsiz miniklerimiz adana şehir hastanesi'nde aileleriyle kavuşmayı bekliyor, yardım ve desteğe çok ihtiyaç var y…",2023-02-07 18:14:06,2023-02-07 18:14:06,1
"adana"," lütfen antep'ten adana'ya çıkış yapabilen, gelebilen şahsi araç, yardım araçları vs varsa bana bilgi versin.acil durum söz…",2023-02-07 18:13:59,2023-02-07 18:21:57,2
"adana"," lütfen yardım edin",2023-02-07 18:11:38,2023-02-07 18:11:38,1
"adana"," lütfen yardım lütfen yurt mahallesi adana 71477 sokak zeray apartmanı apartmanda kalanlar var hala destek gerekiyor ailemin ya…",2023-02-07 18:12:58,2023-02-07 18:19:45,3
"adana"," lütfen yayalım yardımcı olalım bir kişi bir kişidir adana sehir hastanesinde annesinin adı hayriye #adana #seferberlik #hata…",2023-02-07 18:11:15,2023-02-07 18:18:05,10
"adana"," mısır’ın tıbbi yardım taşıyan iki askeri uçağı (c-130 ve ilyushin) adana havalimanına ulaşmış durumda.",2023-02-07 18:20:58,2023-02-07 18:20:58,1
"adana"," pakistan silahlı kuvvetleri’nin arama ve kurtarma ekipleri ile yardım malzemelerini taşıyan uçağı adana’ya inmiştir ",2023-02-07 18:10:52,2023-02-07 18:18:33,3
"adana"," şeyhadil mah. girne cd. arı sitesi .bp petrolün yanında maraş 0554 951 22 43 mustafa safa karadana yardim…",2023-02-07 18:10:48,2023-02-07 18:10:48,1
"adana"," sma hastası yasmine acil müstakil ev lazım adana'da lütfen yardımcı olurmusunuz evleri baya hasarlı makin…",2023-02-07 18:13:28,2023-02-07 18:13:28,1
"adana"," son dakika adana incirlik üssüne yardım malzemeleri ile birlikte gelen, itfaiye erleri ve arama kurtarma uzmanlarında…",2023-02-07 18:15:10,2023-02-07 18:18:40,3
"adana"," sümer mahallesi kıyıboyu caddesi kiremitler apartmanı adana/seyhan bağlar karakolu karşısı buraya acill yardım gerek. sayı…",2023-02-07 18:12:41,2023-02-07 18:24:00,8
"adana"," sümer mahallesi kıyıboyu caddesi kiremitler apartmanı adana/seyhan bağlar karakolu karşısı buraya acill… ",2023-02-07 18:23:31,2023-02-07 18:23:31,1
"adana"," ürdün kraliyet hava kuvvetleri 2x c-130 hercules ile adana’ya yardım getiriyor. ",2023-02-07 18:22:05,2023-02-07 18:22:05,1
"adana"," yaralandı denilip adana'ya yönlendirildi hiç bir hastanede adı geçmiyor enkaz altında olabilir haber ala…",2023-02-07 18:14:45,2023-02-07 18:14:45,1
"adana"," yaralı denilip adana'ya yönlendirildi hiç bir hastanede adı geçmiyor. hala enkaz altında olabilir haber a… ",2023-02-07 18:15:37,2023-02-07 18:15:37,1
"adana"," yardım yapıcaz.kendi aramızda bir miktar para topladık.daha fazlası için adana içi elden gıda, içecek ya… ",2023-02-07 18:17:06,2023-02-07 18:17:06,1
"adana"," yeğenim mustafa oktay tepe adana'dan nişanlısının yanına gitmişti.haber alamıyoruz yardım edin lütfen ",2023-02-07 18:21:33,2023-02-07 18:21:33,1
"adana"," yurt mah barış manço bulvarı no:44 tutar yapı sitesi c blok çukurova/adana 34 saattir 9. katta göçük altında kalan akrabala…",2023-02-07 18:10:38,2023-02-07 18:22:49,2
"adana"," yurt mah barış manço bulvarı no:44 tutar yapı sitesi c blok k: 3/5 çukurova/adana 12 katlı bina yıkıldı. afad yok bizim kata…",2023-02-07 18:17:22,2023-02-07 18:22:44,3
"adana","#sondakikadeprem depremzedeyiz, bir şekilde kurtulduk ama bölgeden uzaklaşamıyoruz. adana havaalanından geri döndüm… ",2023-02-07 18:11:48,2023-02-07 18:11:48,1
"adana","#yardım #acil adana hilal ayça erdoğdu - barış manço bulvarı yurt mahallesi tutar sitesi c blok kat:2 çukurova/adana 0531 972 3808",2023-02-07 18:16:43,2023-02-07 18:16:43,1
"adana","adana huzur evleri 77201 sokak ihsan bayram apartmanı hocamız abdullah müminoğlu ve ailesi #enkaz #adana #adanadeprem #yardim",2023-02-07 18:21:20,2023-02-07 18:21:20,1
"adana","çok acil yardım edilmeli #haluklevent #deprem #adanadeprem #ahbap #oguzhanugur #afadadana ",2023-02-07 18:13:48,2023-02-07 18:13:48,1
"adana","doktor arkadaşımın yardım isteğidir #adana #adanasehirhastanesi ",2023-02-07 18:14:42,2023-02-07 18:14:42,1
"adana","dr.nurten aşçı’dan: az evvel adana'da yardım çadırında yemek dağıtımında görev yapan kuzenim (eşi görevli) ile gör… ",2023-02-07 18:23:42,2023-02-07 18:23:42,1
"adana","kardeşim ahsene hala ulaşamıyoruz adana şehir hastanesine gönderildi diye bir haber aldık ama kesinliği yok lütfen… ",2023-02-07 18:14:03,2023-02-07 18:14:03,1
"adana","mısır'a ait iki yardım uçağı adana'ya indi ",2023-02-07 18:21:08,2023-02-07 18:21:08,1
"adana","su tweet'i atarken siz bizim soyulmamiza neden izin veriyorsunuz adanadayiz canimizla mi… ",2023-02-07 18:13:06,2023-02-07 18:13:06,1
"adıyaman"," - - - ses var ! - - - oğlunu çıkardık.amcamdan ses geliyor. çıkarılması için afad gerekiyor. vinç ,kepçe adıyaman k…",2023-02-07 18:17:56,2023-02-07 18:23:09,2
"adıyaman"," -—— çok önemli——- bozbey caddesi 51/b 02030 adıyaman / merkez yakup şahin 38 saattir haber alınamıyor herhan…",2023-02-07 18:12:50,2023-02-07 18:22:11,5
"adıyaman"," -mesaj- adıyaman merkez yenimahalle 2668. sokak no.25 akabe sitesi acil yardım lütfen… ablam eşi ve 4 çocuğu enkaz altında ve he…",2023-02-07 18:10:26,2023-02-07 18:22:46,21
"adıyaman"," -mesaj- yardima ihtiyacimiz var adıyaman isias hotel / grand isias otel enkaz altında orta okul kız ve erkek voleybol tak…",2023-02-07 18:10:24,2023-02-07 18:10:24,1
"adıyaman"," !!!!!!!!!büyük kavaklı köyü, lokman küme evleri no.1 adıyaman / merkez 4'ü çocuk 6 kişi enkaz al…",2023-02-07 18:22:40,2023-02-07 18:22:40,1
"adıyaman"," !!!!!!!!!büyük kavaklı köyü, lokman küme evleri no.1 adıyaman / merkez 4'ü çocuk 6 kişi enkaz altında yard… ",2023-02-07 18:21:00,2023-02-07 18:21:00,1
"adıyaman"," !!!!!!!!!büyük kavaklı köyü, lokman küme evleri no.1 adıyaman / merkez 4'ü çocuk 6 kişi enkaz altında yardım…",2023-02-07 18:23:05,2023-02-07 18:23:05,1
"adıyaman"," !!!!!!!!!büyük kavaklı köyü, lokman küme evleri no.1 adıyaman / merkez 4'ü çocuk 6 kişi enkaz… ",2023-02-07 18:21:19,2023-02-07 18:21:19,1
"adıyaman"," !!!arkadaşlar adıyaman tut ilçesindeyiz köylerde bir sürü enkaz varmış ve yardım gelmemiş henüz yayarsanız sevinirim lü…",2023-02-07 18:23:10,2023-02-07 18:23:10,1
"adıyaman"," .#acil #adıyaman #besni’ye yardım ulaşmamış. ne arama kurtarma ekibi ne de başkaları. orda olan bir arkadaşımız dışard…",2023-02-07 18:16:55,2023-02-07 18:16:55,1
"adıyaman"," ""adıyaman merkez yenimahalle 2668. sokak no.25 akabe sitesi acil yardım lütfen… fevzi çakmak okulu karşısı"" 4 çocuk var, an…",2023-02-07 18:10:51,2023-02-07 18:22:44,12
"adıyaman"," ""bahçelievler, atatürk blv. yanyolu, dilek apartmanı merkez/adıyaman. yardım gitmemiş enkaz altında olanlar var."" dmden gel…",2023-02-07 18:11:37,2023-02-07 18:11:37,1
"adıyaman"," ""eskisaray mahallesi, atatürk bulvarı, 719, kardaş apartmanı adıyaman"" hâlâ enkazdalar! yardıma gelen iş makineleri, eki…",2023-02-07 18:20:32,2023-02-07 18:20:32,1
"adıyaman"," ""selim mah. fevzi çakmak cd. no:91 adıyaman merkez saniye çelik, buse çelik binanın enkaz olduğu haberini aldık lütfe…",2023-02-07 18:17:03,2023-02-07 18:20:00,2
"adıyaman"," ""sizi en iyi biz anlarız."" 1999 depreminin vurduğu izmit'ten deprem bölgesine yardım tırları yola çıktı. #a101 adıyaman göl…",2023-02-07 18:16:17,2023-02-07 18:24:00,3
"adıyaman"," “binada küçücük çocuklar var ses geliyor acil yardım.” adres: adıyaman/merkez mehmet akif mahallesi 549. sokak no4 irem…",2023-02-07 18:10:36,2023-02-07 18:24:11,63
"adıyaman"," “binada küçücük çocuklar var ses geliyor, acil yardım.” adres: adıyaman/merkez mehmet akif mahallesi 549. sokak no4 irem,…",2023-02-07 18:11:09,2023-02-07 18:22:33,28
"adıyaman"," “yalvarıyorum.. ses geliyor ama hiçbir ekip yok, yardım yok.. adıyaman alitaşı mahallesi bozbey yol… ",2023-02-07 18:23:10,2023-02-07 18:23:10,1
"adıyaman"," “yalvarıyorum.. ses geliyor ama hiçbir ekip yok, yardım yok.. adıyaman alitaşı mahallesi bozbey yolu 1224 sok…",2023-02-07 18:23:51,2023-02-07 18:23:51,1
"adıyaman"," “yavuz selim mahallesi 615 sokak no:2 adıyaman merkez. 3 kız kardeş enkaz altında lütfen yardım edin” ",2023-02-07 18:12:34,2023-02-07 18:23:28,8
"adıyaman"," #adiyaman #adiyamandeprem #adıyamanvaliliği ""adıyaman merkez yeni mahalle umutkent sitesi"" 9 katlı bina yı…",2023-02-07 18:17:06,2023-02-07 18:17:06,1
"adıyaman"," #adiyaman #adıyamandeprem yardım edin lütfen. hiçbir enkaza…",2023-02-07 18:18:12,2023-02-07 18:18:12,1
"adıyaman"," #adiyaman #adıyamanyardımbekliyor #adıyamangölbaşı ",2023-02-07 18:12:14,2023-02-07 18:12:14,1
"adıyaman"," #adiyaman #deprem #yardim yeni bilgi: adıyaman isias otel'e gönderilen vinç yeterli ağırlığı kaldırabilecek kapasitede değil…",2023-02-07 18:23:10,2023-02-07 18:23:10,1
"adıyaman"," #adıyaman / #besni üzümlü kent sitesi ,ticaret lisesi karşısı nafiye ağar göçük altında adıyaman besni lütfen acil yardım…",2023-02-07 18:16:38,2023-02-07 18:16:38,1
"adıyaman"," #adıyaman #adıyamanafad #adıyamanumke #adıyamanyardımbekliyor #turkiye arkadaşlar paylaşalım lütfen arkadaşlarımız yardım…",2023-02-07 18:20:06,2023-02-07 18:22:16,3
"adıyaman"," #adıyaman #adıyamangölbaşı yavuz selim mahallesi 603. sokak tahiye apartmanı 15 saattir enkaz altındalar lütfen yardım edin a…",2023-02-07 18:20:20,2023-02-07 18:20:20,1
"adıyaman"," #adıyaman #besni #deprem lütfen yardım edin ",2023-02-07 18:10:49,2023-02-07 18:10:49,1
"adıyaman"," #adıyaman #besni ilçesi insanlar soğuktan donuyorlar. yeterli yemek su battaniye ısıtıcı kıyafet yok. b… ",2023-02-07 18:16:47,2023-02-07 18:16:47,1
"adıyaman"," #adıyaman #besni ilçesinde acil yardım bekliyorlar. ",2023-02-07 18:20:11,2023-02-07 18:24:01,4
"adıyaman"," #adıyaman #deprem #ahbap acill! ilk depremden beri 12 yaşında bir çocuk göçük altında.. ailesi kendi imkanlarıyla çıkar…",2023-02-07 18:22:43,2023-02-07 18:22:43,1
"adıyaman"," #adıyaman #deprem acill!! arkadaşımızın kuzenleri hala enkaz altında lütfen yardım edin ayhan dağ ayşe dağ turgut reis maha…",2023-02-07 18:19:54,2023-02-07 18:19:54,1
"adıyaman"," #adıyaman #gölbaşı #adıyamangoelbası acil yardım edin havalar çok soğuk, lütfen insanlari kendi kaderlerine terk etmeyin! ",2023-02-07 18:15:18,2023-02-07 18:15:18,1
"adıyaman"," #adıyaman arkadaşımın kardeşi gökçe sude demirel. enkaz altında. lütfen yardım edin barbaros hayrettin mah. 1614 sok. klas…",2023-02-07 18:11:34,2023-02-07 18:21:43,4
"adıyaman"," #adıyaman atatürk bulvarı bahçelievler mah zümrüt apt a blok adiyaman / merkez yardım edin lütfen. #adiyaman #afad #af…",2023-02-07 18:22:30,2023-02-07 18:22:30,1
"adıyaman"," #adıyaman da hava çok soğuk insanlar enkaz içinde donacaklar artık nolur gelin insanlar kendi çabalarıyla uğraşıyolar ama baş…",2023-02-07 18:16:05,2023-02-07 18:16:05,1
"adıyaman"," #adıyaman merkez aşağı karapınar mahallesi gözde apartmanı b blok zemin kat faruk-halise çerikci yardım gitmemiş sesleri geli…",2023-02-07 18:12:51,2023-02-07 18:19:53,2
"adıyaman"," #adıyaman merkez bahçelievler mahallesi 904 sokak birlik apartmanı. 8-10 kişi enkaz altında, hepsi sağ ve sesleri geliy…",2023-02-07 18:10:44,2023-02-07 18:23:10,7
"adıyaman"," #adıyaman turgut reis mah. filistin cad. no:2/14 taştı apartmanı adıyaman merkez. adıyaman il müftü vekili #alimacit ali maci…",2023-02-07 18:24:14,2023-02-07 18:24:14,1
"adıyaman"," #adıyaman’dan seslendi: “enkazda ailemden üç kişi içeride, ses alıyoruz, yardım edin” ",2023-02-07 18:13:02,2023-02-07 18:23:46,7
"adıyaman"," #adıyamana neden yardım yok enkaz altındaki seslere bakıp sonra gitmek nedir?? insanlar aç sus… ",2023-02-07 18:23:52,2023-02-07 18:23:52,1
"adıyaman"," #adıyamana neden yardım yok enkaz altındaki seslere bakıp sonra gitmek nedir?? insanlar aç susuz k… ",2023-02-07 18:23:35,2023-02-07 18:23:35,1
"adıyaman"," #adıyamana neden yardım yok enkaz altındaki seslere bakıp sonra gitmek nedir?? insanlar aç susuz kendi imkanlarıyla geçinm…",2023-02-07 18:18:20,2023-02-07 18:20:19,2
"adıyaman"," #adıyamana neden yardım yok enkaz altındaki seslere bakıp sonra gitmek nedir?? insanlar aç susuz kendi imkanlarıyla geçinmey…",2023-02-07 18:16:44,2023-02-07 18:16:44,1
